iter	Logloss
148	0.342186027
149	0.3420328361
150	0.3418755578
151	0.3416787966
152	0.3415015697
153	0.3412582669
154	0.3410780667
155	0.3409027169
156	0.3406585273
157	0.340325235
158	0.3400651679
159	0.3395987845
160	0.3393541896
161	0.3391242515
162	0.3388911435
163	0.3387203535
164	0.3384908228
165	0.3382998041
166	0.3380492662
167	0.3379318744
168	0.3376916501
169	0.3374997264
170	0.3373047266
171	0.3370675058
172	0.3365922754
173	0.3364672525
174	0.3362375461
175	0.3360509084
176	0.3359398197
177	0.3357494537
178	0.3354562418
179	0.3353500735
180	0.3350989448
181	0.3348429677
182	0.3346508456
183	0.3344629537
184	0.3342886684
185	0.3340767884
186	0.3340058956
187	0.3338419859
188	0.3336642767
189	0.3334404924
190	0.3332605569
191	0.333127297
192	0.3330040533
193	0.3326937812
194	0.3324626887
195	0.3323190467
196	0.331981844
197	0.3317319359
198	0.3314933051
199	0.331360757
200	0.3312022802
201	0.3309780775
202	0.3306686019
203	0.3304760195
204	0.3303545018
205	0.330189082
206	0.3300793727
207	0.3297538759
208	0.3295759547
209	0.3294056237
210	0.3292367559
211	0.3290409022
212	0.3288368002
213	0.3286105177
214	0.328406852
215	0.3282628511
216	0.3281451654
217	0.3277722468
218	0.3276396345
219	0.3274881511
220	0.3272832446
221	0.3271082356
222	0.3269896971
223	0.3268165344
224	0.3266117699
225	0.3264838259
226	0.3262850051
227	0.326100975
228	0.32591425
229	0.3256228509
230	0.3252922725
231	0.325099214
232	0.3249102644
233	0.3247889147
234	0.3246141824
235	0.3245160901
236	0.3243882273
237	0.3242022997
238	0.3241468584
239	0.323940053
240	0.3238270608
241	0.3235689546
242	0.323422408
243	0.3232745324
244	0.3231821273
245	0.3229337703
246	0.3227238597
247	0.3225197039
248	0.322420739
249	0.3220868016
250	0.3218931153
251	0.3217806084
252	0.321622787
253	0.3214275855
254	0.3212573057
255	0.3210372356
256	0.3208123065
257	0.3206316612
258	0.3205022664
259	0.3203235378
260	0.3201351713
261	0.3199529667
262	0.3198524272
263	0.3196814544
264	0.3195774543
265	0.3194451037
266	0.319247516
267	0.319023192
268	0.3188803303
269	0.3187327617
270	0.318641747
271	0.3184926571
272	0.3183028957
273	0.318066824
274	0.3178692852
275	0.3177684009
276	0.317684316
277	0.3174652202
278	0.3173217985
279	0.3172191033
280	0.3170293166
281	0.3169321145
282	0.3167295803
283	0.3166438097
284	0.3164469909
285	0.3161778869
286	0.3158981515
287	0.3157958432
288	0.315663454
289	0.3155264142
290	0.3153195959
291	0.3151441174
292	0.3148896599
293	0.3139087121
294	0.3137783882
295	0.3135900447
296	0.3133748568
297	0.3131347228
298	0.3130590128
299	0.3129076163
300	0.3127153089
301	0.3125188593
302	0.3123644581
303	0.3121827085
304	0.3120028281
305	0.3118496441
306	0.3115336805
307	0.3113370089
308	0.3111344529
309	0.310914025
310	0.3107648801
311	0.310565347
312	0.310278412
313	0.3101119673
314	0.3099446249
315	0.3097522827
316	0.3095709161
317	0.3095201902
318	0.3092876483
319	0.3091079977
320	0.3089505492
321	0.3088738543
322	0.3086321957
323	0.3085613592
324	0.3083011554
325	0.3080387443
326	0.3079027376
327	0.3077332795
328	0.3075825908
329	0.3073489493
330	0.3071972184
331	0.3070550623
332	0.3069077993
333	0.3066500985
334	0.3064487033
335	0.3062641963
336	0.3061776086
337	0.305876586
338	0.3056514531
339	0.3054678891
340	0.3053218163
341	0.3051396795
342	0.3049357383
343	0.3047633039
344	0.3045818888
345	0.3043358248
346	0.3041552659
347	0.3039899092
348	0.3038632586
349	0.303700114
350	0.3031947651
351	0.3030347526
352	0.3028474364
353	0.3026929124
354	0.3024707822
355	0.3023658415
356	0.3021665462
357	0.3019491375
358	0.3018257008
359	0.3015881618
360	0.301299405
361	0.3011177243
362	0.3009730085
363	0.3007532905
364	0.3005093809
365	0.3003454872
366	0.3001629719
367	0.3000837042
368	0.2998424245
369	0.2996746669
370	0.2994087957
371	0.2992587246
372	0.2990528891
373	0.2989336084
374	0.2988561697
375	0.2987599326
376	0.298521037
377	0.2982539002
378	0.2980301975
379	0.2978310733
380	0.2976458302
381	0.2974120807
382	0.2972110435
383	0.297011843
384	0.2967615468
385	0.2965709299
386	0.2964195356
387	0.2961888273
388	0.2960411995
389	0.2958557774
390	0.2955751273
391	0.2953596373
392	0.295204198
393	0.2951116032
394	0.2948442656
395	0.2946474034
396	0.2944864926
397	0.2943468724
398	0.2942179973
399	0.2940353164
400	0.2938961298
401	0.2938375013
402	0.293572329
403	0.2933831253
404	0.2931279665
405	0.2928744172
406	0.2926959022
407	0.2925355939
408	0.2924120916
409	0.2921960756
410	0.2920259955
411	0.2919080313
412	0.2917071718
413	0.2915200798
414	0.2913731673
415	0.2911316402
416	0.2910706681
417	0.2909401438
418	0.2907029152
419	0.290423086
420	0.2902741987
421	0.2902147954
422	0.289973381
423	0.2897638328
424	0.2895343901
425	0.2894924707
426	0.2894109291
427	0.289173747
428	0.2890173884
429	0.2884642616
430	0.2882343338
431	0.2879934745
432	0.2878836251
433	0.2877175726
434	0.2875325583
435	0.2874281443
436	0.2873449302
437	0.2870564106
438	0.2869627016
439	0.2867251793
440	0.2866098758
441	0.2864556778
442	0.2861931628
443	0.2859677136
444	0.2858190838
445	0.2857141677
446	0.2855184527
447	0.2852893167
448	0.284578285
449	0.2843529737
450	0.2840708644
451	0.2838626498
452	0.2837133806
453	0.2836637172
454	0.2835628249
455	0.2834112877
456	0.2833068159
457	0.2832267773
458	0.2831166142
459	0.2828497578
460	0.2826337374
461	0.2824551188
462	0.2822320401
463	0.2820001076
464	0.2817577437
465	0.2815406658
466	0.2813438614
467	0.281156743
468	0.2810592645
469	0.2809599639
470	0.2808082314
471	0.2806499965
472	0.2805797489
473	0.2803984379
474	0.2801831563
475	0.2799554427
476	0.2798962445
477	0.2797923588
478	0.2796430176
479	0.2793889286
480	0.2791955904
481	0.2790061346
482	0.2788459385
483	0.2787863772
484	0.2786683621
485	0.2784308725
486	0.2782960264
487	0.2781828066
488	0.278061212
489	0.2779199455
490	0.2777606467
491	0.2775236302
492	0.2773660318
493	0.2772140403
494	0.2769489223
495	0.2767717257
496	0.2765755715
497	0.2764221016
498	0.276256684
499	0.27614063
500	0.2759293423
501	0.2758244362
502	0.2756250152
503	0.2754769759
504	0.2753507013
505	0.2751115082
506	0.2749037319
507	0.274719982
508	0.274535674
509	0.2743475331
510	0.2741729138
511	0.2739729703
512	0.273781586
513	0.2735562865
514	0.273385683
515	0.2732481817
516	0.2730252779
517	0.2727619492
518	0.272546923
519	0.2723230971
520	0.2721390279
521	0.271891989
522	0.2716320568
523	0.2714208242
524	0.2712373343
525	0.2710854368
526	0.2709821052
527	0.2707304493
528	0.2705079654
529	0.2703651682
530	0.2701314782
531	0.269994787
532	0.2698297399
533	0.2695504712
534	0.2693135147
535	0.2691125811
536	0.2689854518
537	0.2688520094
538	0.2686204093
539	0.2683876011
540	0.2682110037
541	0.2679805143
542	0.2677480922
543	0.2676165969
544	0.2674350644
545	0.2672860097
546	0.267104961
547	0.2669512582
548	0.2667418232
549	0.2665567994
550	0.2664780687
551	0.2663370724
552	0.2662219406
553	0.2660284647
554	0.265818348
555	0.2656345744
556	0.2655195502
557	0.2654006349
558	0.2651666362
559	0.2650512719
560	0.2649278743
561	0.2647371729
562	0.2646212301
563	0.2644516563
564	0.2643486455
565	0.2641132341
566	0.2639841487
567	0.2637746869
568	0.2635925127
569	0.2634836457
570	0.2632857775
571	0.2630918717
572	0.2629404318
573	0.2627054011
574	0.2625035012
575	0.262310041
576	0.2621743768
577	0.2620527998
578	0.2619126097
579	0.2617100125
580	0.2614828087
581	0.2613478601
582	0.2611630241
583	0.2610083713
584	0.2608706143
585	0.2606820772
586	0.2604969292
587	0.2603117549
588	0.2601442262
589	0.2600358095
590	0.2598943948
591	0.2596906643
592	0.2595937326
593	0.2594198077
594	0.2592068451
595	0.2590269064
596	0.2588530916
597	0.2586509932
598	0.2584746741
599	0.2583718387
600	0.2582565418
601	0.2581776323
602	0.2579528914
603	0.2578309734
604	0.2576670561
605	0.2574531353
606	0.2572465259
607	0.2570930245
608	0.2569022279
609	0.2567016802
610	0.2566138072
611	0.256409857
612	0.256273592
613	0.2561010093
614	0.2559000766
615	0.2557228004
616	0.255597148
617	0.2553872574
618	0.2552612174
619	0.2550289271
620	0.2548919277
621	0.2547117435
622	0.2545379416
623	0.2544464063
624	0.2542106861
625	0.2540822601
626	0.2539157301
627	0.2537427367
628	0.2536207971
629	0.253478332
630	0.2533226463
631	0.2532363174
632	0.2530644282
633	0.2528445821
634	0.2526760173
635	0.2525019585
636	0.2523255759
637	0.2521786496
638	0.2520558287
639	0.2519107558
640	0.2518248515
641	0.2516544475
642	0.2514811635
643	0.251352122
644	0.2512349027
645	0.2510621734
646	0.2509373983
647	0.2508574983
648	0.2506569522
649	0.2504646154
650	0.250267554
651	0.2501563268
652	0.2500732059
653	0.2498735313
654	0.2497570937
655	0.2496260214
656	0.2494876405
657	0.249348242
658	0.2491635688
659	0.2490610445
660	0.2488720225
661	0.248788157
662	0.2485733639
663	0.2484950305
664	0.2484200104
665	0.2482591882
666	0.2480270174
667	0.2479181281
668	0.2477392267
669	0.247242897
670	0.2471677148
671	0.2471065071
672	0.2470418105
673	0.2468805549
674	0.2467786658
675	0.2466170129
676	0.2464868379
677	0.2463075771
678	0.246144865
679	0.2460650794
680	0.2459633016
681	0.2458615321
682	0.2456765557
683	0.2454695714
684	0.2454099702
685	0.2452518015
686	0.2450700434
687	0.2449069249
688	0.2447305468
689	0.2446241662
690	0.2445302914
691	0.2444558275
692	0.2444183477
693	0.244318569
694	0.2441473696
695	0.2439817886
696	0.2437922266
697	0.243670251
698	0.2435859421
699	0.2433963529
700	0.2432277853
701	0.2430442527
702	0.2428942832
703	0.2427402118
704	0.2425664412
705	0.2424497091
706	0.2423348575
707	0.242195449
708	0.2420320677
709	0.2418608055
710	0.2417392283
711	0.2415983835
712	0.2414824673
713	0.2413467045
714	0.2411890973
715	0.2410603091
716	0.2409236486
717	0.2408183973
718	0.2407482843
719	0.2406288285
720	0.2404624786
721	0.2402522896
722	0.24003323
723	0.2398773645
724	0.2396818092
725	0.2394946381
726	0.2393336622
727	0.2391167407
728	0.2389596035
729	0.2387981245
730	0.2386490488
731	0.2386189481
732	0.2384970478
733	0.2383626291
734	0.2381658236
735	0.2380630091
736	0.2379178995
737	0.2377291228
738	0.2376344683
739	0.237604077
740	0.2374966459
741	0.2372785385
742	0.2370938829
743	0.2368933233
744	0.2367427617
745	0.2365382704
746	0.2364424678
747	0.2362739261
748	0.2361183306
749	0.236039784
750	0.2358391369
751	0.235757586
752	0.2356632592
753	0.2355104138
754	0.2353392775
755	0.2352598864
756	0.2351597394
757	0.2349684119
758	0.2347629953
759	0.2346248673
760	0.2344862751
761	0.2344525742
762	0.2343267688
763	0.2341588857
764	0.2340292528
765	0.2339415394
766	0.2338593143
767	0.2337021544
768	0.233534706
769	0.2333457899
770	0.2332438995
771	0.2331050463
772	0.23296528
773	0.2328172533
774	0.2327272145
775	0.2325219606
776	0.2323354019
777	0.2322270161
778	0.2320815581
779	0.2319522677
780	0.231881172
781	0.2318068275
782	0.2316460122
783	0.2315726229
784	0.2314236759
785	0.2312553813
786	0.2310941578
787	0.2309493795
788	0.2308787709
789	0.2307584424
790	0.2306116827
791	0.2304411127
792	0.2302708911
793	0.2301509235
794	0.2300308118
795	0.229899849
796	0.2297666986
797	0.2296175012
798	0.2294436343
799	0.2294169402
800	0.2293013652
801	0.2291288376
802	0.2290028573
803	0.2288664991
804	0.228743654
805	0.228515039
806	0.2284055762
807	0.2283062733
808	0.2282118992
809	0.2280184488
810	0.2277241597
811	0.2275818532
812	0.2274430036
813	0.2272890444
814	0.2271013114
815	0.2270011905
816	0.2268535201
817	0.2267372385
818	0.2266092184
819	0.2264936571
820	0.2263553375
821	0.2262436244
822	0.2260928803
823	0.2259809393
824	0.2258154958
825	0.2256821216
826	0.2255897904
827	0.2255090634
828	0.2254782742
829	0.2253183277
830	0.2251730842
831	0.2249879143
832	0.2248773698
833	0.2248142196
834	0.2247049032
835	0.2245658635
836	0.2243989184
837	0.2242261332
838	0.2240932149
839	0.2239930424
840	0.2238883648
841	0.2237423034
842	0.2236410831
843	0.2234583748
844	0.223293375
845	0.2232047285
846	0.2230301266
847	0.2228822976
848	0.222710015
849	0.2225830138
850	0.2224770898
851	0.2223175266
852	0.2221449454
853	0.221996897
854	0.2219102349
855	0.221753959
856	0.2216481417
857	0.2215258049
858	0.2213958233
859	0.2212593046
860	0.2210925282
861	0.2209727076
862	0.2208336125
863	0.2207306722
864	0.2206053502
865	0.2204979294
866	0.2203612858
867	0.2202307465
868	0.2201123973
869	0.2199525929
870	0.2198284761
871	0.219711809
872	0.2196106869
873	0.2195000521
874	0.2193961894
875	0.2192104653
876	0.2190731389
877	0.2189144679
878	0.2187708947
879	0.2186220072
880	0.2184786795
881	0.218374223
882	0.2182165256
883	0.2181890115
884	0.2180536144
885	0.2179256401
886	0.2178076761
887	0.217692579
888	0.2175248023
889	0.2173950235
890	0.2172870773
891	0.2171480069
892	0.2170040873
893	0.2168754624
894	0.2167466581
895	0.2166450347
896	0.2164707816
897	0.2163276355
898	0.2161799113
899	0.2160157839
900	0.215861259
901	0.2157233132
902	0.2156206311
903	0.2155220997
904	0.2153412409
905	0.2152773796
906	0.2151699272
907	0.215044528
908	0.214922659
909	0.2147454154
910	0.2147228312
911	0.2145808761
912	0.2144491059
913	0.2143334358
914	0.2142198282
915	0.2140916918
916	0.2139654343
917	0.2138418197
918	0.2137491645
919	0.2136307154
920	0.2136070985
921	0.2134708761
922	0.2133047309
923	0.2131920466
924	0.21305802
925	0.2128959855
926	0.2128006047
927	0.2126886512
928	0.2125624709
929	0.2124254043
930	0.2122677115
931	0.2121382193
932	0.2120302266
933	0.2118759632
934	0.2117668989
935	0.2116488067
936	0.2115273015
937	0.2114319457
938	0.2113730882
939	0.2112653692
940	0.2111261215
941	0.2110077692
942	0.2108883437
943	0.2108656864
944	0.210698963
945	0.2105810035
946	0.2104542425
947	0.2103384874
948	0.210225727
949	0.2100850438
950	0.2099477122
951	0.2098317835
952	0.2096945428
953	0.2095611218
954	0.2095012186
955	0.209375456
956	0.2092531164
957	0.2091126135
958	0.2089733584
959	0.2088676873
960	0.2087721085
961	0.2086765281
962	0.2085238197
963	0.2083952029
964	0.2082713155
965	0.2081287944
966	0.2080275199
967	0.2079291349
968	0.2078766352
969	0.2077743713
970	0.2076390009
971	0.2075239915
972	0.207416627
973	0.2073112917
974	0.2071752498
975	0.2070840232
976	0.206949043
977	0.2068265575
978	0.2067056432
979	0.2066018931
980	0.2064541621
981	0.2063054815
982	0.2062119688
983	0.2060749905
984	0.2059762979
985	0.2058906826
986	0.2058013872
987	0.2056784172
988	0.2055551749
989	0.2053941412
990	0.2052942976
991	0.2052048083
992	0.2050854471
993	0.2050508692
994	0.2049517204
995	0.2048542128
996	0.204741693
997	0.2046240707
998	0.2045165608
999	0.2043929677
