iter	Passed	Remaining
489	1477	1538
490	1481	1535
491	1484	1533
492	1488	1530
493	1492	1528
494	1495	1525
495	1499	1523
496	1502	1520
497	1507	1519
498	1511	1517
499	1513	1513
500	1516	1510
501	1518	1506
502	1521	1503
503	1526	1501
504	1529	1499
505	1532	1496
506	1535	1493
507	1537	1489
508	1541	1487
509	1544	1484
510	1547	1480
511	1549	1477
512	1552	1474
513	1556	1472
514	1559	1468
515	1563	1466
516	1565	1462
517	1568	1459
518	1571	1456
519	1574	1453
520	1577	1450
521	1579	1446
522	1583	1443
523	1585	1440
524	1587	1436
525	1591	1434
526	1595	1431
527	1598	1428
528	1600	1424
529	1604	1422
530	1607	1419
531	1609	1416
532	1613	1413
533	1615	1409
534	1619	1407
535	1622	1404
536	1625	1401
537	1629	1399
538	1632	1396
539	1636	1394
540	1640	1392
541	1643	1389
542	1647	1386
543	1650	1383
544	1652	1379
545	1654	1375
546	1657	1372
547	1659	1368
548	1661	1364
549	1663	1361
550	1667	1358
551	1670	1356
552	1672	1352
553	1675	1348
554	1677	1345
555	1680	1342
556	1683	1339
557	1687	1336
558	1690	1333
559	1693	1330
560	1697	1327
561	1699	1324
562	1701	1320
563	1706	1318
564	1708	1315
565	1712	1312
566	1715	1310
567	1718	1307
568	1721	1303
569	1723	1300
570	1726	1297
571	1730	1294
572	1733	1291
573	1736	1288
574	1738	1285
575	1740	1281
576	1743	1278
577	1747	1275
578	1749	1272
579	1751	1268
580	1754	1264
581	1756	1261
582	1758	1258
583	1763	1256
584	1767	1253
585	1771	1251
586	1776	1249
587	1780	1247
588	1783	1244
589	1785	1240
590	1788	1237
591	1791	1234
592	1794	1231
593	1796	1227
594	1798	1224
595	1801	1221
596	1804	1217
597	1807	1214
598	1810	1212
599	1814	1209
600	1817	1206
601	1820	1203
602	1823	1200
603	1827	1197
604	1830	1194
605	1833	1192
606	1836	1188
607	1840	1186
608	1843	1183
609	1846	1180
610	1850	1177
611	1853	1174
612	1855	1171
613	1858	1168
614	1860	1165
615	1863	1161
616	1866	1158
617	1868	1154
618	1872	1152
619	1875	1149
620	1878	1146
621	1881	1143
622	1884	1140
623	1887	1137
624	1890	1134
625	1893	1131
626	1895	1127
627	1898	1124
628	1902	1121
629	1906	1119
630	1910	1117
631	1914	1114
632	1916	1111
633	1921	1108
634	1923	1105
635	1926	1102
636	1929	1099
637	1932	1096
638	1935	1093
639	1939	1090
640	1942	1087
641	1944	1084
642	1947	1081
643	1949	1077
644	1952	1074
645	1953	1070
646	1956	1067
647	1959	1064
648	1961	1061
649	1965	1058
650	1968	1055
651	1972	1052
652	1976	1050
653	1979	1047
654	1982	1044
655	1985	1041
656	1988	1037
657	1990	1034
658	1994	1032
659	1998	1029
660	2002	1026
661	2005	1024
662	2008	1020
663	2013	1018
664	2017	1016
665	2020	1013
666	2025	1011
667	2028	1007
668	2031	1005
669	2035	1002
670	2037	999
671	2041	996
672	2043	993
673	2046	990
674	2049	986
675	2051	983
676	2054	980
677	2057	977
678	2062	974
679	2066	972
680	2070	969
681	2073	966
682	2076	963
683	2080	961
684	2083	957
685	2085	954
686	2089	951
687	2092	948
688	2094	945
689	2097	942
690	2101	939
691	2105	937
692	2107	933
693	2109	930
694	2112	926
695	2114	923
696	2117	920
697	2121	917
698	2124	914
699	2128	912
700	2132	909
701	2134	906
702	2137	903
703	2141	900
704	2144	897
705	2147	894
706	2150	891
707	2153	888
708	2157	885
709	2160	882
710	2163	879
711	2166	876
712	2170	873
713	2172	870
714	2176	867
715	2179	864
716	2182	861
717	2184	857
718	2185	854
719	2189	851
720	2191	848
721	2194	844
722	2198	842
723	2200	838
724	2203	835
725	2206	832
726	2210	829
727	2214	827
728	2217	824
729	2221	821
730	2226	819
731	2230	816
732	2233	813
733	2237	810
734	2241	808
735	2243	804
736	2245	801
737	2247	798
738	2250	794
739	2253	791
740	2255	788
741	2258	785
742	2260	781
743	2262	778
744	2265	775
745	2267	771
746	2268	768
747	2271	765
748	2273	761
749	2276	758
750	2278	755
751	2282	752
752	2285	749
753	2288	746
754	2292	743
755	2296	741
756	2300	738
757	2303	735
758	2306	732
759	2308	729
760	2311	725
761	2313	722
762	2316	719
763	2319	716
764	2322	713
765	2325	710
766	2327	707
767	2331	704
768	2335	701
769	2339	698
770	2343	696
771	2345	692
772	2347	689
773	2351	686
774	2354	683
775	2356	680
776	2358	676
777	2360	673
778	2363	670
779	2369	668
780	2373	665
781	2376	662
782	2379	659
783	2381	656
784	2383	652
785	2386	649
786	2389	646
787	2391	643
788	2394	640
789	2396	637
790	2398	633
791	2401	630
792	2404	627
793	2408	624
794	2410	621
795	2412	618
796	2416	615
797	2418	612
798	2422	609
799	2426	606
800	2428	603
801	2431	600
802	2435	597
803	2439	594
804	2443	591
805	2447	589
806	2449	585
807	2452	582
808	2455	579
809	2457	576
810	2460	573
811	2462	570
812	2465	567
813	2468	564
814	2472	561
815	2474	558
816	2476	554
817	2480	551
818	2483	548
819	2486	545
820	2488	542
821	2491	539
822	2494	536
823	2496	533
824	2499	530
825	2502	527
826	2505	524
827	2509	521
828	2513	518
829	2518	515
830	2522	512
831	2525	510
832	2528	506
833	2532	504
834	2535	500
835	2539	498
836	2542	495
837	2546	492
838	2549	489
839	2552	486
840	2554	483
841	2558	480
842	2560	476
843	2562	473
844	2565	470
845	2568	467
846	2572	464
847	2575	461
848	2577	458
849	2580	455
850	2584	452
851	2587	449
852	2590	446
853	2592	443
854	2594	440
855	2597	436
856	2601	434
857	2605	431
858	2607	428
859	2609	424
860	2612	421
861	2616	418
862	2619	415
863	2621	412
864	2623	409
865	2626	406
866	2629	403
867	2631	400
868	2634	397
869	2637	394
870	2639	390
871	2642	387
872	2645	384
873	2648	381
874	2650	378
875	2652	375
876	2657	372
877	2661	369
878	2663	366
879	2667	363
880	2670	360
881	2674	357
882	2678	354
883	2681	351
884	2684	348
885	2688	345
886	2691	342
887	2695	339
888	2698	336
889	2702	333
890	2704	330
891	2706	327
892	2708	324
893	2711	321
894	2713	318
895	2716	315
896	2720	312
897	2722	309
898	2725	306
899	2728	303
900	2730	300
901	2733	297
902	2736	293
903	2739	290
904	2742	287
905	2745	284
906	2747	281
907	2752	278
908	2756	276
909	2760	273
910	2763	269
911	2765	266
912	2768	263
913	2770	260
914	2774	257
915	2777	254
916	2780	251
917	2782	248
918	2785	245
919	2787	242
920	2791	239
921	2794	236
922	2796	233
923	2801	230
924	2805	227
925	2808	224
926	2812	221
927	2814	218
928	2817	215
929	2820	212
930	2822	209
931	2824	206
932	2827	203
933	2830	200
934	2832	196
935	2837	193
936	2840	191
937	2843	187
938	2847	184
939	2851	182
940	2855	179
941	2858	176
942	2862	172
943	2865	169
944	2869	166
945	2871	163
946	2874	160
947	2877	157
948	2881	154
949	2884	151
950	2888	148
951	2891	145
952	2894	142
953	2897	139
954	2901	136
955	2904	133
956	2907	130
957	2910	127
958	2914	124
959	2918	121
960	2921	118
961	2924	115
962	2928	112
963	2932	109
964	2935	106
965	2939	103
966	2943	100
967	2945	97
968	2948	94
969	2951	91
970	2954	88
971	2959	85
972	2963	82
973	2965	79
974	2969	76
975	2973	73
976	2976	70
977	2980	67
978	2984	64
979	2988	60
980	2993	57
981	2998	54
982	3003	51
983	3006	48
984	3010	45
985	3015	42
986	3019	39
987	3022	36
988	3025	33
989	3029	30
990	3032	27
991	3036	24
992	3038	21
993	3041	18
994	3043	15
995	3046	12
996	3049	9
997	3052	6
998	3055	3
999	3057	0
