iter	Logloss
191	0.2849178476
192	0.2842243564
193	0.2836382091
194	0.2829672052
195	0.2822168377
196	0.2816376396
197	0.2811093987
198	0.2804129474
199	0.2798764214
200	0.2792805442
201	0.2784876587
202	0.2776452425
203	0.277012617
204	0.2764520157
205	0.2761045223
206	0.2755355865
207	0.2750116937
208	0.2744816514
209	0.2736957483
210	0.2731479946
211	0.2726827183
212	0.2721110027
213	0.2715305995
214	0.2705429777
215	0.270045657
216	0.2695431908
217	0.2691298232
218	0.2685843569
219	0.267962208
220	0.2675430643
221	0.267114999
222	0.2666790336
223	0.266151914
224	0.2657744551
225	0.2656786989
226	0.2650181258
227	0.2646674351
228	0.2641900159
229	0.2636904877
230	0.2631442931
231	0.2626494961
232	0.2620843717
233	0.261471726
234	0.2611048535
235	0.260462829
236	0.2601051042
237	0.2595683827
238	0.2590548606
239	0.2587292206
240	0.2585797392
241	0.2582003256
242	0.2576026339
243	0.2570870146
244	0.2565908993
245	0.2560092782
246	0.2555178022
247	0.2548200733
248	0.2543489131
249	0.2538259886
250	0.2535794227
251	0.2529689455
252	0.2526900149
253	0.2522224326
254	0.2517512754
255	0.2513342491
256	0.250982519
257	0.2505675576
258	0.2504567318
259	0.2498728749
260	0.2492495913
261	0.2488340227
262	0.24852486
263	0.2481182536
264	0.2479658871
265	0.2477081514
266	0.2471903185
267	0.2468700421
268	0.2465817969
269	0.2460975339
270	0.2457546325
271	0.2452124309
272	0.2447710833
273	0.2444000875
274	0.2439652147
275	0.2435633546
276	0.2429551019
277	0.2424353344
278	0.2420647064
279	0.2416444943
280	0.2411572656
281	0.2406878285
282	0.240167699
283	0.2397554792
284	0.2393393045
285	0.2388530658
286	0.2384934902
287	0.2381747476
288	0.2377066081
289	0.2376776203
290	0.2374123415
291	0.2368744643
292	0.2363459297
293	0.2361306274
294	0.2359909574
295	0.2356280134
296	0.2352659093
297	0.2348855648
298	0.2344238078
299	0.2341255767
300	0.2336390269
301	0.2333786301
302	0.2330666829
303	0.2327514383
304	0.2323622957
305	0.2321515133
306	0.2317076725
307	0.2313445845
308	0.2310457584
309	0.2306290863
310	0.230271116
311	0.2298094477
312	0.2293188686
313	0.2289167273
314	0.2286547783
315	0.2283783146
316	0.228214841
317	0.2281350059
318	0.2277601242
319	0.2274894868
320	0.2271198044
321	0.2268862146
322	0.2266686846
323	0.2263204172
324	0.225913734
325	0.2255613445
326	0.2252760206
327	0.2247754345
328	0.2243654206
329	0.224133308
330	0.2237189681
331	0.2233922651
332	0.2231009091
333	0.2228078802
334	0.2225472546
335	0.2223037297
336	0.2219524513
337	0.2216552335
338	0.2213173263
339	0.2209222016
340	0.2205452063
341	0.2201555393
342	0.2199315252
343	0.2196635353
344	0.219557383
345	0.2192399258
346	0.21897692
347	0.2186051772
348	0.2182678461
349	0.2178559188
350	0.2175330999
351	0.2170207565
352	0.2168994793
353	0.2165487591
354	0.2162324187
355	0.2160765471
356	0.2158402033
357	0.2154719893
358	0.2151307087
359	0.2148642782
360	0.2146079052
361	0.2143727482
362	0.2140940286
363	0.2138720314
364	0.2134918356
365	0.2130267015
366	0.2127923589
367	0.2126822967
368	0.2124410293
369	0.2122668852
370	0.2120328656
371	0.211709173
372	0.2114292806
373	0.2112394448
374	0.2110437855
375	0.210795842
376	0.2104264769
377	0.210146788
378	0.209929575
379	0.2096930652
380	0.2095185476
381	0.2092942044
382	0.2090816267
383	0.2087143695
384	0.2084444949
385	0.2081685283
386	0.2078926221
387	0.2075012689
388	0.2073288287
389	0.2071334133
390	0.2068408593
391	0.20652604
392	0.2061742653
393	0.2058976757
394	0.2056196434
395	0.2053809742
396	0.2051230606
397	0.2047814396
398	0.2044307116
399	0.2041140864
400	0.203914508
401	0.2035742917
402	0.2033224169
403	0.2030570499
404	0.2028948326
405	0.2026272446
406	0.2023696264
407	0.2020284562
408	0.2018367171
409	0.2015789192
410	0.2014165063
411	0.2011363093
412	0.2009525736
413	0.2005940871
414	0.200315129
415	0.2000996032
416	0.1998438154
417	0.1994631909
418	0.1992457923
419	0.1990723994
420	0.1989671756
421	0.1987735585
422	0.1984991594
423	0.1982765754
424	0.1980005034
425	0.1978225174
426	0.1974770535
427	0.1971213023
428	0.1969676171
429	0.1969304944
430	0.1967897831
431	0.1964771263
432	0.1963918819
433	0.1960027476
434	0.1956427081
435	0.1954089852
436	0.1952125277
437	0.1950527759
438	0.1947818819
439	0.1944207973
440	0.1942412083
441	0.1940923013
442	0.1939513536
443	0.1938326696
444	0.1936643927
445	0.1935064263
446	0.19325715
447	0.1929824573
448	0.1927411786
449	0.1926222844
450	0.1924085717
451	0.1921569853
452	0.1920143609
453	0.1918672939
454	0.1917311741
455	0.1916018771
456	0.1913311581
457	0.1911095388
458	0.1909777442
459	0.1908562952
460	0.1904370253
461	0.1903996917
462	0.1901146779
463	0.1898504488
464	0.189510197
465	0.1894502098
466	0.1890904075
467	0.1888380256
468	0.1886456054
469	0.1883967422
470	0.1882104266
471	0.188135168
472	0.1877715413
473	0.1875240032
474	0.1874682238
475	0.1872943154
476	0.1870874877
477	0.1868877244
478	0.186862435
479	0.1866537608
480	0.1863504828
481	0.1861809091
482	0.1859069574
483	0.1856958068
484	0.1855401521
485	0.1853088683
486	0.1850577344
487	0.1849174214
488	0.1848725028
489	0.1845946958
490	0.1843860851
491	0.1842286135
492	0.1839678361
493	0.1838269392
494	0.1837172467
495	0.1834238499
496	0.1832910445
497	0.1830698349
498	0.1826749528
499	0.1825227497
500	0.1822834174
501	0.1821696694
502	0.1820305166
503	0.1817161973
504	0.1815777169
505	0.1813511442
506	0.1811274815
507	0.1808769916
508	0.1807437966
509	0.1804034969
510	0.1802034646
511	0.180042119
512	0.1798705713
513	0.1796683076
514	0.1794231272
515	0.1792195264
516	0.1789971361
517	0.1788120419
518	0.1785081464
519	0.1780985256
520	0.1779856029
521	0.1778666771
522	0.1776145618
523	0.1774953353
524	0.1772821269
525	0.1769688981
526	0.1768824879
527	0.1767802369
528	0.176573295
529	0.176460848
530	0.1762195532
531	0.1759114833
532	0.1757161953
533	0.1755815007
534	0.1752178488
535	0.1749424308
536	0.1748545145
537	0.1747497961
538	0.1746886759
539	0.1745265692
540	0.1743477728
541	0.1741401484
542	0.1739831288
543	0.1738398742
544	0.1736221769
545	0.1735161275
546	0.1733920317
547	0.1731403415
548	0.172999279
549	0.172849623
550	0.1726499658
551	0.1722804011
552	0.1719902609
553	0.1717173561
554	0.1715436848
555	0.1712688092
556	0.1709882002
557	0.1708155952
558	0.1707008291
559	0.1704945367
560	0.170236718
561	0.1701397619
562	0.1699776488
563	0.1698023674
564	0.1695618318
565	0.169340114
566	0.1692243266
567	0.1690640064
568	0.1688879886
569	0.1686564916
570	0.1683673785
571	0.1681968892
572	0.1679883174
573	0.167763693
574	0.1675494783
575	0.1674215717
576	0.1672033316
577	0.1670954516
578	0.1669570158
579	0.1667732451
580	0.1665601668
581	0.1663923413
582	0.1661595202
583	0.1659077795
584	0.1658160725
585	0.1655194328
586	0.1654012607
587	0.1652508366
588	0.1650632505
589	0.1648319017
590	0.1646874686
591	0.1645272397
592	0.1644330694
593	0.1641556404
594	0.1638422602
595	0.1637436466
596	0.163658679
597	0.1635190238
598	0.1633828578
599	0.1632138362
600	0.1630526962
601	0.1628131636
602	0.1626549405
603	0.1623494636
604	0.1621688041
605	0.161966212
606	0.1617217718
607	0.1615449529
608	0.1613689252
609	0.1611648673
610	0.1611069066
611	0.1609914318
612	0.1607576192
613	0.1606582242
614	0.1603940093
615	0.1601931069
616	0.1598916283
617	0.1596516485
618	0.1594867152
619	0.1592035354
620	0.1589408377
621	0.1585784602
622	0.1583961425
623	0.1583009891
624	0.1580812651
625	0.1578717354
626	0.1576485465
627	0.1575249227
628	0.1573728975
629	0.1571327298
630	0.1569999323
631	0.1568430222
632	0.1565898054
633	0.1564599539
634	0.1562978754
635	0.1560252118
636	0.1559793564
637	0.155798644
638	0.155618112
639	0.1555169381
640	0.1551593485
641	0.1549683767
642	0.1547457064
643	0.1544548545
644	0.154255868
645	0.1542183887
646	0.1539925326
647	0.1538240349
648	0.1535801193
649	0.1535215872
650	0.1533838213
651	0.153298608
652	0.1531837832
653	0.1530696803
654	0.1528096756
655	0.1526830782
656	0.1524971168
657	0.1522490889
658	0.1520477888
659	0.1518306544
660	0.1516632798
661	0.1515320884
662	0.1513431979
663	0.1511899236
664	0.1510709601
665	0.150852647
666	0.1507105199
667	0.150494195
668	0.1503988821
669	0.1501619329
670	0.1500917159
671	0.1500040103
672	0.1499456889
673	0.1497401472
674	0.1496293148
675	0.1495938827
676	0.1493983629
677	0.1493638085
678	0.1491968252
679	0.1490857985
680	0.1490203716
681	0.1488792736
682	0.1486186171
683	0.1485369191
684	0.1483083517
685	0.1480967683
686	0.1478607139
687	0.1476839501
688	0.1476210174
689	0.1475069192
690	0.1473379605
691	0.1471827933
692	0.147050644
693	0.1468867786
694	0.1466257715
695	0.1464299177
696	0.1463251116
697	0.1462020957
698	0.1461265603
699	0.1460614063
700	0.1459779127
701	0.1458374194
702	0.1456356341
703	0.1454792493
704	0.1452722485
705	0.1451256225
706	0.1449031025
707	0.1446854025
708	0.1445145077
709	0.1443667929
710	0.14408449
711	0.1440130263
712	0.1438839753
713	0.1437159959
714	0.1435769032
715	0.1434395067
716	0.1433456286
717	0.1432239987
718	0.1430426711
719	0.1427797149
720	0.1426983579
721	0.1425162609
722	0.1424330367
723	0.1422367419
724	0.1420507899
725	0.1418517216
726	0.1417258891
727	0.1416171398
728	0.1415180689
729	0.1414064171
730	0.1412770097
731	0.1412001238
732	0.1410864669
733	0.1409886908
734	0.1408660538
735	0.1407943649
736	0.1407747288
737	0.1405880669
738	0.1405353416
739	0.1403654751
740	0.1402444384
741	0.1401167797
742	0.1399915936
743	0.139896529
744	0.1397488312
745	0.1395443669
746	0.1395215059
747	0.1394032304
748	0.1392775424
749	0.1391648759
750	0.1390756112
751	0.1389271698
752	0.1387192975
753	0.1385133426
754	0.1384520233
755	0.1382834052
756	0.138170251
757	0.1380697153
758	0.1379781075
759	0.1378887875
760	0.1377156759
761	0.1375936218
762	0.1375168913
763	0.1374138923
764	0.1373396012
765	0.1372302102
766	0.1371288426
767	0.1369856364
768	0.1368017437
769	0.1366423713
770	0.1365429061
771	0.1363829854
772	0.1363551416
773	0.1362693848
774	0.1360801144
775	0.1359301129
776	0.1358666077
777	0.1356165956
778	0.135456011
779	0.1353118554
780	0.1351686331
781	0.1350625429
782	0.1348896563
783	0.1347896525
784	0.1346796298
785	0.1345481489
786	0.1343073392
787	0.1341802932
788	0.1340172656
789	0.1339245945
790	0.133797778
791	0.1335911907
792	0.1335289386
793	0.133392514
794	0.1332281778
795	0.1330915163
796	0.1330463731
797	0.1329429254
798	0.132845345
799	0.1327315709
800	0.1325878494
801	0.132492772
802	0.132360401
803	0.1322852574
804	0.1321847604
805	0.1321071238
806	0.1320358594
807	0.1318251188
808	0.1316290189
809	0.1315266993
810	0.1314159148
811	0.1313063453
812	0.131129922
813	0.130966943
814	0.1308975704
815	0.1307979154
816	0.1305943473
817	0.1304318002
818	0.1303087422
819	0.1302070099
820	0.1300561311
821	0.1299673905
822	0.129790795
823	0.129643649
824	0.1295424077
825	0.1293245261
826	0.1292361887
827	0.1290623852
828	0.128979151
829	0.128902165
830	0.128845715
831	0.1287170015
832	0.1285492175
833	0.128469513
834	0.1283517787
835	0.1282667137
836	0.1281565554
837	0.1280204547
838	0.1278865684
839	0.1277790006
840	0.1276200499
841	0.127482037
842	0.1273508176
843	0.1271889648
844	0.12714884
845	0.126989402
846	0.12688059
847	0.1267192778
848	0.1265511713
849	0.1264270644
850	0.1263750015
851	0.126156556
852	0.1260904239
853	0.1258842267
854	0.1256830861
855	0.1255528043
856	0.125476289
857	0.1252939941
858	0.1251999387
859	0.1250852161
860	0.1250167164
861	0.1248367286
862	0.1246866602
863	0.1246059884
864	0.1244334971
865	0.1242740074
866	0.1241373662
867	0.1239598493
868	0.1238324616
869	0.1236439234
870	0.1235257922
871	0.1234040606
872	0.1232884065
873	0.1231820746
874	0.1230947648
875	0.1229665221
876	0.1228668584
877	0.1226845736
878	0.1225620604
879	0.1224347833
880	0.1222775267
881	0.1221620352
882	0.1220611817
883	0.1218232746
884	0.1217992575
885	0.1217125383
886	0.1216359183
887	0.1214712035
888	0.1213698769
889	0.1212590612
890	0.1211859256
891	0.1210907642
892	0.1209916737
893	0.1209249782
894	0.1207295492
895	0.120600616
896	0.1204468748
897	0.1202415118
898	0.1202149402
899	0.1201713485
900	0.120082192
901	0.1199497928
902	0.1198574697
903	0.1197540355
904	0.1196082833
905	0.1195351592
906	0.1193361204
907	0.119081647
908	0.1189360152
909	0.1188331636
910	0.1187227099
911	0.1185442517
912	0.1184502563
913	0.1183082359
914	0.118210704
915	0.1181666928
916	0.1180401265
917	0.1179441167
918	0.1178410768
919	0.117743762
920	0.1176231649
921	0.1173600768
922	0.1172507494
923	0.1171412396
924	0.1169973571
925	0.116923426
926	0.1168125371
927	0.1167060397
928	0.1166407003
929	0.1165807944
930	0.1164518876
931	0.1163503308
932	0.1162269809
933	0.1161282898
934	0.1159438624
935	0.1157654432
936	0.1155599344
937	0.115477125
938	0.1153862037
939	0.1152081085
940	0.1150942557
941	0.1150000981
942	0.1148736728
943	0.114778504
944	0.1146353978
945	0.1145285095
946	0.1144075467
947	0.1143324032
948	0.1142631452
949	0.1141496667
950	0.1139875859
951	0.1137532078
952	0.1136010924
953	0.1134335252
954	0.1133276879
955	0.1130806664
956	0.1130173061
957	0.1128377709
958	0.112588151
959	0.1124683862
960	0.1123439016
961	0.1122859482
962	0.1122524682
963	0.1121051372
964	0.1120032864
965	0.1117909776
966	0.1116921352
967	0.1116140485
968	0.1115356698
969	0.1114453604
970	0.1113545965
971	0.1112431949
972	0.1111291358
973	0.1110107503
974	0.1109450175
975	0.1108728973
976	0.1107028087
977	0.110582767
978	0.1104562866
979	0.1103656924
980	0.1102456105
981	0.110167886
982	0.110108943
983	0.1099049548
984	0.1098150501
985	0.1097500732
986	0.1096275596
987	0.1095487369
988	0.1094060682
989	0.1093056781
990	0.1092267622
991	0.1090900424
992	0.1089177167
993	0.1088115592
994	0.1087149484
995	0.1085178092
996	0.108313877
997	0.1081693821
998	0.1080311096
999	0.1078597407
