iter	MultiClass
489	0.3594275718
490	0.3591880329
491	0.3590992952
492	0.3589488888
493	0.3586836205
494	0.3584943764
495	0.3583018448
496	0.3580873748
497	0.3578278313
498	0.3576250606
499	0.3573621866
500	0.3572423214
501	0.3570607451
502	0.3567996891
503	0.3566324168
504	0.3563444068
505	0.3561576293
506	0.3559020186
507	0.3557650478
508	0.3555757691
509	0.3553543455
510	0.3551479056
511	0.3549294336
512	0.3547389778
513	0.3545314383
514	0.354308701
515	0.3541373801
516	0.353851389
517	0.3537140563
518	0.3536277429
519	0.3534167183
520	0.3531824891
521	0.3530314868
522	0.3528749444
523	0.3525840597
524	0.3524236907
525	0.3522719753
526	0.3520609928
527	0.3518636047
528	0.3517585725
529	0.3515693029
530	0.3513268728
531	0.3511382502
532	0.3508758406
533	0.350782968
534	0.3506342243
535	0.3504361834
536	0.3502822634
537	0.3500955727
538	0.3500053415
539	0.3498081893
540	0.3496757132
541	0.3495171923
542	0.3493083511
543	0.349114052
544	0.3489553505
545	0.3487987155
546	0.3485672683
547	0.348428153
548	0.3482912898
549	0.3481746126
550	0.3480129673
551	0.3478969967
552	0.3477549519
553	0.3475580878
554	0.3473694586
555	0.3471578264
556	0.3469584026
557	0.3467825067
558	0.346624955
559	0.3464884164
560	0.3462918262
561	0.3459979405
562	0.3458672081
563	0.3455277074
564	0.3453337031
565	0.3451206048
566	0.3450270971
567	0.344753556
568	0.3446134799
569	0.3444314606
570	0.3442312463
571	0.3441175165
572	0.3440502222
573	0.3439521117
574	0.3437099484
575	0.3435520256
576	0.3432845853
577	0.3431611869
578	0.3430135153
579	0.3427367802
580	0.3425500501
581	0.3424308529
582	0.3422039645
583	0.3420020719
584	0.3417526945
585	0.3416145608
586	0.3415091045
587	0.3413149582
588	0.3411907324
589	0.3409340458
590	0.3408432355
591	0.3407171226
592	0.340629473
593	0.3403876316
594	0.3402842863
595	0.3400760117
596	0.3399181541
597	0.3397088458
598	0.3395093858
599	0.3392697976
600	0.3390694333
601	0.3388615534
602	0.3387402076
603	0.3385412701
604	0.3384005435
605	0.3382763718
606	0.3381539967
607	0.3380472578
608	0.3379372454
609	0.3377653273
610	0.3375538564
611	0.3374713469
612	0.3372886928
613	0.3369700611
614	0.3367288534
615	0.3366285868
616	0.3365276008
617	0.3364254252
618	0.3362938363
619	0.3360656374
620	0.335960494
621	0.3358025965
622	0.3356393546
623	0.3353973857
624	0.3352025255
625	0.3348792964
626	0.334791329
627	0.3345111769
628	0.3343982752
629	0.3342607526
630	0.3340755374
631	0.3339339669
632	0.333714926
633	0.3336321837
634	0.3335271308
635	0.3333251732
636	0.3331493597
637	0.3329463665
638	0.3327990592
639	0.3326577464
640	0.3324962767
641	0.3323773546
642	0.3322337631
643	0.3321312078
644	0.3319539451
645	0.3317749361
646	0.331636711
647	0.3314342116
648	0.3312133511
649	0.3310303141
650	0.3307932173
651	0.3306854721
652	0.3306285824
653	0.3304351787
654	0.3303165396
655	0.3301329706
656	0.33000679
657	0.3299336363
658	0.3297424108
659	0.3294215674
660	0.329267641
661	0.3290827941
662	0.3288840074
663	0.3287689666
664	0.3285497448
665	0.3284006991
666	0.3283248003
667	0.328080554
668	0.3279035211
669	0.3277908028
670	0.3276710314
671	0.3275965337
672	0.3275308468
673	0.3273583581
674	0.3272665241
675	0.3271620211
676	0.3270988798
677	0.3269547013
678	0.3267458783
679	0.3266650987
680	0.3265937413
681	0.326408603
682	0.3262935039
683	0.3261584877
684	0.3260337116
685	0.3258672312
686	0.3257509751
687	0.3254387215
688	0.3253163272
689	0.3251599546
690	0.3250528558
691	0.3249000713
692	0.3248029606
693	0.3247041524
694	0.3246233392
695	0.324473949
696	0.3243096972
697	0.3241914918
698	0.3239607597
699	0.3237727885
700	0.3236170115
701	0.3234348828
702	0.3233160245
703	0.3231768162
704	0.3230152049
705	0.3228480179
706	0.3226561404
707	0.3224395054
708	0.3223101044
709	0.3221571203
710	0.3220919294
711	0.3219766991
712	0.3218393404
713	0.3216499685
714	0.3214561682
715	0.3213062109
716	0.3211583616
717	0.320973712
718	0.320902184
719	0.3207776226
720	0.3205932615
721	0.3204740037
722	0.3203847157
723	0.3202096461
724	0.3199654405
725	0.3197940613
726	0.3196834369
727	0.319446363
728	0.3192657103
729	0.3190021839
730	0.318869921
731	0.3187464114
732	0.3184765664
733	0.318391771
734	0.318215161
735	0.3180385522
736	0.3179411461
737	0.3177762263
738	0.3176196745
739	0.3173999488
740	0.3171956963
741	0.3170777095
742	0.3168669129
743	0.3167387892
744	0.3166216389
745	0.3164835579
746	0.3163881095
747	0.3161898553
748	0.3160285639
749	0.3158994964
750	0.3157845601
751	0.315650288
752	0.3155593901
753	0.3154209129
754	0.3152950862
755	0.3151949576
756	0.3150219183
757	0.3148376617
758	0.3146083484
759	0.3144072512
760	0.3142569323
761	0.3140364411
762	0.3139495571
763	0.3137897575
764	0.3135825762
765	0.3134931487
766	0.3133745443
767	0.3131789492
768	0.3129862578
769	0.3128192332
770	0.3127506491
771	0.3126428329
772	0.3124550308
773	0.3123004858
774	0.3121932197
775	0.3121140101
776	0.3120319489
777	0.3119045642
778	0.3118091513
779	0.3116380597
780	0.3114006601
781	0.3111027037
782	0.3109435993
783	0.310707546
784	0.3106016156
785	0.3103958811
786	0.3102277803
787	0.3100191267
788	0.3098442831
789	0.3096937803
790	0.3095890958
791	0.3094705104
792	0.30934047
793	0.3092745968
794	0.3090711865
795	0.3089140755
796	0.3086744523
797	0.3085036584
798	0.3082784768
799	0.3081629642
800	0.3079112374
801	0.3077018024
802	0.3075595986
803	0.307339269
804	0.3072049718
805	0.307108567
806	0.3069323341
807	0.306844434
808	0.3065181219
809	0.306352238
810	0.3062042665
811	0.3061104252
812	0.3060032679
813	0.3058964792
814	0.3056744337
815	0.3056303727
816	0.3055088421
817	0.3053221785
818	0.3051898996
819	0.3050406088
820	0.3049765649
821	0.3048688479
822	0.3047389008
823	0.3046498477
824	0.3044825854
825	0.3044285818
826	0.304198609
827	0.3040641607
828	0.3039761574
829	0.3038290886
830	0.3036837862
831	0.3036077523
832	0.3035012458
833	0.3032779774
834	0.3031701014
835	0.3030536567
836	0.3029664421
837	0.3028063504
838	0.3026980001
839	0.3026283207
840	0.3024299355
841	0.3023335177
842	0.3022172113
843	0.3020586415
844	0.3018980309
845	0.3017472521
846	0.301545602
847	0.3014830908
848	0.3012983469
849	0.3011345514
850	0.3010335711
851	0.3008012571
852	0.3007192107
853	0.3006129164
854	0.3005311869
855	0.3004455299
856	0.3003322268
857	0.3001575448
858	0.3000969527
859	0.2999718647
860	0.2999221394
861	0.2997675671
862	0.2995793385
863	0.299420269
864	0.2992932957
865	0.2991651064
866	0.2989797014
867	0.2988399812
868	0.2987298383
869	0.2985827209
870	0.2984413819
871	0.2983180926
872	0.298229835
873	0.2980698624
874	0.2979201023
875	0.297770062
876	0.2977493482
877	0.2976822896
878	0.2974028534
879	0.2972693288
880	0.2972080247
881	0.2970886426
882	0.2968890075
883	0.2967871005
884	0.2966612724
885	0.2964822508
886	0.2963664606
887	0.2962267098
888	0.2960812582
889	0.2959675654
890	0.2958605556
891	0.2957247332
892	0.2956229218
893	0.2955559989
894	0.2953502268
895	0.295143982
896	0.2950615869
897	0.2949492447
898	0.2948084156
899	0.294738371
900	0.2946805372
901	0.2945441745
902	0.2943569237
903	0.2942535524
904	0.2941943231
905	0.2940535931
906	0.2938853859
907	0.2938069826
908	0.293723981
909	0.2936628803
910	0.2935936213
911	0.2932557325
912	0.293170123
913	0.2929894842
914	0.2929019463
915	0.2927681293
916	0.2926133921
917	0.2924868688
918	0.2923358536
919	0.2922055508
920	0.2920445841
921	0.2919127299
922	0.2918145739
923	0.291670898
924	0.2915569681
925	0.2914106019
926	0.2912478031
927	0.2911773137
928	0.2911176665
929	0.2910089238
930	0.2908230435
931	0.2907349404
932	0.2905625282
933	0.2904148608
934	0.2902828436
935	0.2901926005
936	0.2900625344
937	0.2899221394
938	0.28972903
939	0.2895637229
940	0.2894387099
941	0.2893471322
942	0.2892083966
943	0.289092579
944	0.2888875803
945	0.2888406027
946	0.288723549
947	0.288533632
948	0.2884159855
949	0.2882845667
950	0.2881975274
951	0.2880732919
952	0.2879328136
953	0.2878703549
954	0.287772682
955	0.287621008
956	0.2875246333
957	0.2874658215
958	0.2873540072
959	0.2872197975
960	0.2869995374
961	0.286914862
962	0.2867870676
963	0.2867089698
964	0.2865894693
965	0.2864689767
966	0.2862455301
967	0.2861924863
968	0.286065346
969	0.2859886398
970	0.2858628564
971	0.2857879243
972	0.2856994738
973	0.285597397
974	0.285448858
975	0.285363556
976	0.2852741118
977	0.2852092657
978	0.2851262317
979	0.2850948064
980	0.2850045463
981	0.2849449156
982	0.284814401
983	0.2846802511
984	0.2845808335
985	0.2844164093
986	0.2843274686
987	0.2842611015
988	0.2842081928
989	0.2841121811
990	0.2840058974
991	0.2839287183
992	0.2838219029
993	0.2836881786
994	0.2834790553
995	0.283392844
996	0.2832773492
997	0.2831938119
998	0.283126511
999	0.2830435546
